Datum;Grupp;Serie;Värde
2019-03-08;Valutor mot svenska kronor;1 NOK;1,07771
2019-03-11;Valutor mot svenska kronor;1 NOK;1,08335
2019-03-12;Valutor mot svenska kronor;1 NOK;1,08336
2019-03-13;Valutor mot svenska kronor;1 NOK;1,08595
2019-03-14;Valutor mot svenska kronor;1 NOK;1,08451
2019-03-15;Valutor mot svenska kronor;1 NOK;1,08426
2019-03-18;Valutor mot svenska kronor;1 NOK;1,08208
2019-03-19;Valutor mot svenska kronor;1 NOK;1,07988
2019-03-20;Valutor mot svenska kronor;1 NOK;1,07843
2019-03-21;Valutor mot svenska kronor;1 NOK;1,07573
2019-03-22;Valutor mot svenska kronor;1 NOK;1,08616
2019-03-25;Valutor mot svenska kronor;1 NOK;1,08193
2019-03-26;Valutor mot svenska kronor;1 NOK;1,08345
2019-03-27;Valutor mot svenska kronor;1 NOK;1,08001
2019-03-28;Valutor mot svenska kronor;1 NOK;1,07543
2019-03-29;Valutor mot svenska kronor;1 NOK;1,0749
2019-04-01;Valutor mot svenska kronor;1 NOK;1,07735
2019-04-02;Valutor mot svenska kronor;1 NOK;1,08165
2019-04-03;Valutor mot svenska kronor;1 NOK;1,0836
2019-04-04;Valutor mot svenska kronor;1 NOK;1,08128
2019-04-05;Valutor mot svenska kronor;1 NOK;1,0785
2019-04-08;Valutor mot svenska kronor;1 NOK;1,08131
2019-04-09;Valutor mot svenska kronor;1 NOK;1,08341
2019-04-10;Valutor mot svenska kronor;1 NOK;1,08595
2019-04-11;Valutor mot svenska kronor;1 NOK;1,08904
2019-04-12;Valutor mot svenska kronor;1 NOK;1,08817
2019-04-15;Valutor mot svenska kronor;1 NOK;1,09004
2019-04-16;Valutor mot svenska kronor;1 NOK;1,09081
2019-04-17;Valutor mot svenska kronor;1 NOK;1,08975
2019-04-18;Valutor mot svenska kronor;1 NOK;1,08959
2019-04-23;Valutor mot svenska kronor;1 NOK;1,09547
2019-04-24;Valutor mot svenska kronor;1 NOK;1,09316
2019-04-25;Valutor mot svenska kronor;1 NOK;1,09574
2019-04-26;Valutor mot svenska kronor;1 NOK;1,09744
2019-04-29;Valutor mot svenska kronor;1 NOK;1,09529
2019-04-30;Valutor mot svenska kronor;1 NOK;1,09801
2019-05-02;Valutor mot svenska kronor;1 NOK;1,09798
2019-05-03;Valutor mot svenska kronor;1 NOK;1,09269
2019-05-06;Valutor mot svenska kronor;1 NOK;1,09394
2019-05-07;Valutor mot svenska kronor;1 NOK;1,0976
2019-05-08;Valutor mot svenska kronor;1 NOK;1,0954
2019-05-09;Valutor mot svenska kronor;1 NOK;1,09678
2019-05-10;Valutor mot svenska kronor;1 NOK;1,10108
2019-05-13;Valutor mot svenska kronor;1 NOK;1,10341
2019-05-14;Valutor mot svenska kronor;1 NOK;1,09899
2019-05-15;Valutor mot svenska kronor;1 NOK;1,09827
2019-05-16;Valutor mot svenska kronor;1 NOK;1,10241
2019-05-17;Valutor mot svenska kronor;1 NOK;1,10051
2019-05-20;Valutor mot svenska kronor;1 NOK;1,0987
2019-05-21;Valutor mot svenska kronor;1 NOK;1,10115
2019-05-22;Valutor mot svenska kronor;1 NOK;1,10142
2019-05-23;Valutor mot svenska kronor;1 NOK;1,09992
2019-05-24;Valutor mot svenska kronor;1 NOK;1,09932
2019-05-27;Valutor mot svenska kronor;1 NOK;1,09803
2019-05-28;Valutor mot svenska kronor;1 NOK;1,09827
2019-05-29;Valutor mot svenska kronor;1 NOK;1,0986
2019-05-31;Valutor mot svenska kronor;1 NOK;1,08691
2019-06-03;Valutor mot svenska kronor;1 NOK;1,0855
2019-06-04;Valutor mot svenska kronor;1 NOK;1,0869
2019-06-05;Valutor mot svenska kronor;1 NOK;1,0845
2019-06-07;Valutor mot svenska kronor;1 NOK;1,08491
2019-06-10;Valutor mot svenska kronor;1 NOK;1,08999
2019-06-11;Valutor mot svenska kronor;1 NOK;1,08703
2019-06-12;Valutor mot svenska kronor;1 NOK;1,09481
2019-06-13;Valutor mot svenska kronor;1 NOK;1,09498
2019-06-14;Valutor mot svenska kronor;1 NOK;1,09194
2019-06-17;Valutor mot svenska kronor;1 NOK;1,08892
2019-06-18;Valutor mot svenska kronor;1 NOK;1,08429
2019-06-19;Valutor mot svenska kronor;1 NOK;1,09234
2019-06-20;Valutor mot svenska kronor;1 NOK;1,09236
2019-06-24;Valutor mot svenska kronor;1 NOK;1,10019
2019-06-25;Valutor mot svenska kronor;1 NOK;1,09093
2019-06-26;Valutor mot svenska kronor;1 NOK;1,08878
2019-06-27;Valutor mot svenska kronor;1 NOK;1,09094
2019-06-28;Valutor mot svenska kronor;1 NOK;1,08929
2019-07-01;Valutor mot svenska kronor;1 NOK;1,09013
2019-07-02;Valutor mot svenska kronor;1 NOK;1,09109
2019-07-03;Valutor mot svenska kronor;1 NOK;1,08725
2019-07-04;Valutor mot svenska kronor;1 NOK;1,09158
2019-07-05;Valutor mot svenska kronor;1 NOK;1,09482
2019-07-08;Valutor mot svenska kronor;1 NOK;1,09498
2019-07-09;Valutor mot svenska kronor;1 NOK;1,0952
2019-07-10;Valutor mot svenska kronor;1 NOK;1,09384
2019-07-11;Valutor mot svenska kronor;1 NOK;1,09808
2019-07-12;Valutor mot svenska kronor;1 NOK;1,09805
2019-07-15;Valutor mot svenska kronor;1 NOK;1,09714
2019-07-16;Valutor mot svenska kronor;1 NOK;1,0953
2019-07-17;Valutor mot svenska kronor;1 NOK;1,09465
2019-07-18;Valutor mot svenska kronor;1 NOK;1,08866
2019-07-19;Valutor mot svenska kronor;1 NOK;1,09152
2019-07-22;Valutor mot svenska kronor;1 NOK;1,09534
2019-07-23;Valutor mot svenska kronor;1 NOK;1,09132
2019-07-24;Valutor mot svenska kronor;1 NOK;1,09125
2019-07-25;Valutor mot svenska kronor;1 NOK;1,09191
2019-07-26;Valutor mot svenska kronor;1 NOK;1,08864
2019-07-29;Valutor mot svenska kronor;1 NOK;1,08932
2019-07-30;Valutor mot svenska kronor;1 NOK;1,09381
2019-07-31;Valutor mot svenska kronor;1 NOK;1,09242
2019-08-01;Valutor mot svenska kronor;1 NOK;1,0899
2019-08-02;Valutor mot svenska kronor;1 NOK;1,08415
2019-08-05;Valutor mot svenska kronor;1 NOK;1,07879
2019-08-06;Valutor mot svenska kronor;1 NOK;1,07741
2019-08-07;Valutor mot svenska kronor;1 NOK;1,07566
2019-08-08;Valutor mot svenska kronor;1 NOK;1,07611
2019-08-09;Valutor mot svenska kronor;1 NOK;1,07291
2019-08-12;Valutor mot svenska kronor;1 NOK;1,07544
2019-08-13;Valutor mot svenska kronor;1 NOK;1,07322
2019-08-14;Valutor mot svenska kronor;1 NOK;1,07072
2019-08-15;Valutor mot svenska kronor;1 NOK;1,0737
2019-08-16;Valutor mot svenska kronor;1 NOK;1,07031
2019-08-19;Valutor mot svenska kronor;1 NOK;1,07388
2019-08-20;Valutor mot svenska kronor;1 NOK;1,07741
2019-08-21;Valutor mot svenska kronor;1 NOK;1,07709
2019-08-22;Valutor mot svenska kronor;1 NOK;1,07423
2019-08-23;Valutor mot svenska kronor;1 NOK;1,07793
2019-08-26;Valutor mot svenska kronor;1 NOK;1,07408
2019-08-27;Valutor mot svenska kronor;1 NOK;1,0716
2019-08-28;Valutor mot svenska kronor;1 NOK;1,0724
2019-08-29;Valutor mot svenska kronor;1 NOK;1,0743
2019-08-30;Valutor mot svenska kronor;1 NOK;1,07501
2019-09-02;Valutor mot svenska kronor;1 NOK;1,07821
2019-09-03;Valutor mot svenska kronor;1 NOK;1,0809
2019-09-04;Valutor mot svenska kronor;1 NOK;1,07721
2019-09-05;Valutor mot svenska kronor;1 NOK;1,07708
2019-09-06;Valutor mot svenska kronor;1 NOK;1,07564
2019-09-09;Valutor mot svenska kronor;1 NOK;1,07558
2019-09-10;Valutor mot svenska kronor;1 NOK;1,08446
2019-09-11;Valutor mot svenska kronor;1 NOK;1,08172
2019-09-12;Valutor mot svenska kronor;1 NOK;1,07949
2019-09-13;Valutor mot svenska kronor;1 NOK;1,07326
2019-09-16;Valutor mot svenska kronor;1 NOK;1,07272
2019-09-17;Valutor mot svenska kronor;1 NOK;1,07998
2019-09-18;Valutor mot svenska kronor;1 NOK;1,08386
2019-09-19;Valutor mot svenska kronor;1 NOK;1,0865
2019-09-20;Valutor mot svenska kronor;1 NOK;1,07624
2019-09-23;Valutor mot svenska kronor;1 NOK;1,07163
2019-09-24;Valutor mot svenska kronor;1 NOK;1,0748
2019-09-25;Valutor mot svenska kronor;1 NOK;1,07366
2019-09-26;Valutor mot svenska kronor;1 NOK;1,07754
2019-09-27;Valutor mot svenska kronor;1 NOK;1,07488
2019-09-30;Valutor mot svenska kronor;1 NOK;1,0801
2019-10-01;Valutor mot svenska kronor;1 NOK;1,08387
2019-10-02;Valutor mot svenska kronor;1 NOK;1,08139
2019-10-03;Valutor mot svenska kronor;1 NOK;1,08418
2019-10-04;Valutor mot svenska kronor;1 NOK;1,08158
2019-10-07;Valutor mot svenska kronor;1 NOK;1,08252
2019-10-08;Valutor mot svenska kronor;1 NOK;1,08366
2019-10-09;Valutor mot svenska kronor;1 NOK;1,08496
2019-10-10;Valutor mot svenska kronor;1 NOK;1,08254
2019-10-11;Valutor mot svenska kronor;1 NOK;1,07884
2019-10-14;Valutor mot svenska kronor;1 NOK;1,08048
2019-10-15;Valutor mot svenska kronor;1 NOK;1,07589
2019-10-16;Valutor mot svenska kronor;1 NOK;1,06774
2019-10-17;Valutor mot svenska kronor;1 NOK;1,06674
2019-10-18;Valutor mot svenska kronor;1 NOK;1,05541
2019-10-21;Valutor mot svenska kronor;1 NOK;1,05417
2019-10-22;Valutor mot svenska kronor;1 NOK;1,05537
2019-10-23;Valutor mot svenska kronor;1 NOK;1,05185
2019-10-24;Valutor mot svenska kronor;1 NOK;1,05199
2019-10-25;Valutor mot svenska kronor;1 NOK;1,05728
2019-10-28;Valutor mot svenska kronor;1 NOK;1,05278
2019-10-29;Valutor mot svenska kronor;1 NOK;1,05436
2019-10-30;Valutor mot svenska kronor;1 NOK;1,0522
2019-10-31;Valutor mot svenska kronor;1 NOK;1,0498
2019-11-01;Valutor mot svenska kronor;1 NOK;1,05241
2019-11-04;Valutor mot svenska kronor;1 NOK;1,05136
2019-11-05;Valutor mot svenska kronor;1 NOK;1,05203
2019-11-06;Valutor mot svenska kronor;1 NOK;1,04928
2019-11-07;Valutor mot svenska kronor;1 NOK;1,05189
2019-11-08;Valutor mot svenska kronor;1 NOK;1,05758
2019-11-11;Valutor mot svenska kronor;1 NOK;1,06138
2019-11-12;Valutor mot svenska kronor;1 NOK;1,06063
2019-11-13;Valutor mot svenska kronor;1 NOK;1,05922
2019-11-14;Valutor mot svenska kronor;1 NOK;1,0581
2019-11-15;Valutor mot svenska kronor;1 NOK;1,05693
2019-11-18;Valutor mot svenska kronor;1 NOK;1,05936
2019-11-19;Valutor mot svenska kronor;1 NOK;1,05594
2019-11-20;Valutor mot svenska kronor;1 NOK;1,05517
2019-11-21;Valutor mot svenska kronor;1 NOK;1,05501
2019-11-22;Valutor mot svenska kronor;1 NOK;1,05209
2019-11-25;Valutor mot svenska kronor;1 NOK;1,04933
2019-11-26;Valutor mot svenska kronor;1 NOK;1,04924
2019-11-27;Valutor mot svenska kronor;1 NOK;1,04473
2019-11-28;Valutor mot svenska kronor;1 NOK;1,04443
2019-11-29;Valutor mot svenska kronor;1 NOK;1,04032
2019-12-02;Valutor mot svenska kronor;1 NOK;1,04144
2019-12-03;Valutor mot svenska kronor;1 NOK;1,03953
2019-12-04;Valutor mot svenska kronor;1 NOK;1,03707
2019-12-05;Valutor mot svenska kronor;1 NOK;1,03804
2019-12-06;Valutor mot svenska kronor;1 NOK;1,03824
2019-12-09;Valutor mot svenska kronor;1 NOK;1,04004
2019-12-10;Valutor mot svenska kronor;1 NOK;1,04248
2019-12-11;Valutor mot svenska kronor;1 NOK;1,03395
2019-12-12;Valutor mot svenska kronor;1 NOK;1,03137
2019-12-13;Valutor mot svenska kronor;1 NOK;1,03494
2019-12-16;Valutor mot svenska kronor;1 NOK;1,03959
2019-12-17;Valutor mot svenska kronor;1 NOK;1,0384
2019-12-18;Valutor mot svenska kronor;1 NOK;1,0419
2019-12-19;Valutor mot svenska kronor;1 NOK;1,04811
2019-12-20;Valutor mot svenska kronor;1 NOK;1,04882
2019-12-23;Valutor mot svenska kronor;1 NOK;1,05112
2019-12-27;Valutor mot svenska kronor;1 NOK;1,05797
2019-12-30;Valutor mot svenska kronor;1 NOK;1,05788
2020-01-02;Valutor mot svenska kronor;1 NOK;1,06382
2020-01-03;Valutor mot svenska kronor;1 NOK;1,06867
2020-01-07;Valutor mot svenska kronor;1 NOK;1,07104
2020-01-08;Valutor mot svenska kronor;1 NOK;1,06693
2020-01-09;Valutor mot svenska kronor;1 NOK;1,06587
2020-01-10;Valutor mot svenska kronor;1 NOK;1,06962
2020-01-13;Valutor mot svenska kronor;1 NOK;1,06971
2020-01-14;Valutor mot svenska kronor;1 NOK;1,065
2020-01-15;Valutor mot svenska kronor;1 NOK;1,06649
2020-01-16;Valutor mot svenska kronor;1 NOK;1,0682
2020-01-17;Valutor mot svenska kronor;1 NOK;1,06748
2020-01-20;Valutor mot svenska kronor;1 NOK;1,06898
2020-01-21;Valutor mot svenska kronor;1 NOK;1,06373
2020-01-22;Valutor mot svenska kronor;1 NOK;1,06014
2020-01-23;Valutor mot svenska kronor;1 NOK;1,05689
2020-01-24;Valutor mot svenska kronor;1 NOK;1,06103
2020-01-27;Valutor mot svenska kronor;1 NOK;1,05551
2020-01-28;Valutor mot svenska kronor;1 NOK;1,05252
2020-01-29;Valutor mot svenska kronor;1 NOK;1,05345
2020-01-30;Valutor mot svenska kronor;1 NOK;1,0475
2020-01-31;Valutor mot svenska kronor;1 NOK;1,0483
2020-02-03;Valutor mot svenska kronor;1 NOK;1,04281
2020-02-04;Valutor mot svenska kronor;1 NOK;1,04027
2020-02-05;Valutor mot svenska kronor;1 NOK;1,03711
2020-02-06;Valutor mot svenska kronor;1 NOK;1,04059
2020-02-07;Valutor mot svenska kronor;1 NOK;1,04203
2020-02-10;Valutor mot svenska kronor;1 NOK;1,04282
2020-02-11;Valutor mot svenska kronor;1 NOK;1,04263
2020-02-12;Valutor mot svenska kronor;1 NOK;1,04446
2020-02-13;Valutor mot svenska kronor;1 NOK;1,04211
2020-02-14;Valutor mot svenska kronor;1 NOK;1,04598
2020-02-17;Valutor mot svenska kronor;1 NOK;1,05114
2020-02-18;Valutor mot svenska kronor;1 NOK;1,0466
2020-02-19;Valutor mot svenska kronor;1 NOK;1,05345
2020-02-20;Valutor mot svenska kronor;1 NOK;1,0538
2020-02-21;Valutor mot svenska kronor;1 NOK;1,05012
2020-02-24;Valutor mot svenska kronor;1 NOK;1,04396
2020-02-25;Valutor mot svenska kronor;1 NOK;1,04115
2020-02-26;Valutor mot svenska kronor;1 NOK;1,03607
2020-02-27;Valutor mot svenska kronor;1 NOK;1,03155
2020-02-28;Valutor mot svenska kronor;1 NOK;1,02499
2020-03-02;Valutor mot svenska kronor;1 NOK;1,02219
2020-03-03;Valutor mot svenska kronor;1 NOK;1,02165
2020-03-04;Valutor mot svenska kronor;1 NOK;1,0193
2020-03-05;Valutor mot svenska kronor;1 NOK;1,0225
2020-03-06;Valutor mot svenska kronor;1 NOK;1,01573
2020-03-09;Valutor mot svenska kronor;1 NOK;0,98306
2020-03-10;Valutor mot svenska kronor;1 NOK;0,99425
2020-03-11;Valutor mot svenska kronor;1 NOK;0,98897
2020-03-12;Valutor mot svenska kronor;1 NOK;0,97301
2020-03-13;Valutor mot svenska kronor;1 NOK;0,97021
2020-03-16;Valutor mot svenska kronor;1 NOK;0,94988
2020-03-17;Valutor mot svenska kronor;1 NOK;0,95819
2020-03-18;Valutor mot svenska kronor;1 NOK;0,94214
2020-03-19;Valutor mot svenska kronor;1 NOK;0,86613
2020-03-20;Valutor mot svenska kronor;1 NOK;0,92847
2020-03-23;Valutor mot svenska kronor;1 NOK;0,8828
2020-03-24;Valutor mot svenska kronor;1 NOK;0,93244
2020-03-25;Valutor mot svenska kronor;1 NOK;0,91584
2020-03-26;Valutor mot svenska kronor;1 NOK;0,94123
2020-03-27;Valutor mot svenska kronor;1 NOK;0,94668
2020-03-30;Valutor mot svenska kronor;1 NOK;0,94212
2020-03-31;Valutor mot svenska kronor;1 NOK;0,95941
2020-04-01;Valutor mot svenska kronor;1 NOK;0,95999
2020-04-02;Valutor mot svenska kronor;1 NOK;0,97181
2020-04-03;Valutor mot svenska kronor;1 NOK;0,97126
2020-04-06;Valutor mot svenska kronor;1 NOK;0,96753
2020-04-07;Valutor mot svenska kronor;1 NOK;0,97585
2020-04-08;Valutor mot svenska kronor;1 NOK;0,97915
2020-04-09;Valutor mot svenska kronor;1 NOK;0,98262
2020-04-14;Valutor mot svenska kronor;1 NOK;0,97149
2020-04-15;Valutor mot svenska kronor;1 NOK;0,95858
2020-04-16;Valutor mot svenska kronor;1 NOK;0,95397
2020-04-17;Valutor mot svenska kronor;1 NOK;0,95823
2020-04-20;Valutor mot svenska kronor;1 NOK;0,96401
2020-04-21;Valutor mot svenska kronor;1 NOK;0,95834
2020-04-22;Valutor mot svenska kronor;1 NOK;0,9488
2020-04-23;Valutor mot svenska kronor;1 NOK;0,94464
2020-04-24;Valutor mot svenska kronor;1 NOK;0,94548
2020-04-27;Valutor mot svenska kronor;1 NOK;0,94278
2020-04-28;Valutor mot svenska kronor;1 NOK;0,94943
2020-04-29;Valutor mot svenska kronor;1 NOK;0,94857
2020-04-30;Valutor mot svenska kronor;1 NOK;0,95467
2020-05-04;Valutor mot svenska kronor;1 NOK;0,95056
2020-05-05;Valutor mot svenska kronor;1 NOK;0,95556
2020-05-06;Valutor mot svenska kronor;1 NOK;0,95683
2020-05-07;Valutor mot svenska kronor;1 NOK;0,9593
2020-05-08;Valutor mot svenska kronor;1 NOK;0,95939
2020-05-11;Valutor mot svenska kronor;1 NOK;0,95903
2020-05-12;Valutor mot svenska kronor;1 NOK;0,95696
2020-05-13;Valutor mot svenska kronor;1 NOK;0,96145
2020-05-14;Valutor mot svenska kronor;1 NOK;0,96584
2020-05-15;Valutor mot svenska kronor;1 NOK;0,9656
2020-05-18;Valutor mot svenska kronor;1 NOK;0,96545
2020-05-19;Valutor mot svenska kronor;1 NOK;0,96834
2020-05-20;Valutor mot svenska kronor;1 NOK;0,96728
2020-05-22;Valutor mot svenska kronor;1 NOK;0,96182
2020-05-25;Valutor mot svenska kronor;1 NOK;0,966
2020-05-26;Valutor mot svenska kronor;1 NOK;0,96735
2020-05-27;Valutor mot svenska kronor;1 NOK;0,97244
2020-05-28;Valutor mot svenska kronor;1 NOK;0,97292
2020-05-29;Valutor mot svenska kronor;1 NOK;0,97039
2020-06-01;Valutor mot svenska kronor;1 NOK;0,97122
2020-06-02;Valutor mot svenska kronor;1 NOK;0,9779
2020-06-03;Valutor mot svenska kronor;1 NOK;0,97888
2020-06-04;Valutor mot svenska kronor;1 NOK;0,98209
2020-06-05;Valutor mot svenska kronor;1 NOK;0,98517
2020-06-08;Valutor mot svenska kronor;1 NOK;0,98993
2020-06-09;Valutor mot svenska kronor;1 NOK;0,9909
2020-06-10;Valutor mot svenska kronor;1 NOK;0,99387
2020-06-11;Valutor mot svenska kronor;1 NOK;0,98151
2020-06-12;Valutor mot svenska kronor;1 NOK;0,97101
2020-06-15;Valutor mot svenska kronor;1 NOK;0,96216
2020-06-16;Valutor mot svenska kronor;1 NOK;0,97466
2020-06-17;Valutor mot svenska kronor;1 NOK;0,98095
2020-06-18;Valutor mot svenska kronor;1 NOK;0,97853
2020-06-22;Valutor mot svenska kronor;1 NOK;0,98106
2020-06-23;Valutor mot svenska kronor;1 NOK;0,97627
2020-06-24;Valutor mot svenska kronor;1 NOK;0,97454
2020-06-25;Valutor mot svenska kronor;1 NOK;0,96368
2020-06-26;Valutor mot svenska kronor;1 NOK;0,96424
2020-06-29;Valutor mot svenska kronor;1 NOK;0,96218
2020-06-30;Valutor mot svenska kronor;1 NOK;0,95952
2020-07-01;Valutor mot svenska kronor;1 NOK;0,97181
2020-07-02;Valutor mot svenska kronor;1 NOK;0,97948
2020-07-03;Valutor mot svenska kronor;1 NOK;0,97821
2020-07-06;Valutor mot svenska kronor;1 NOK;1,01138
2020-07-07;Valutor mot svenska kronor;1 NOK;0,98328
2020-07-08;Valutor mot svenska kronor;1 NOK;0,97455
2020-07-09;Valutor mot svenska kronor;1 NOK;0,9787
2020-07-10;Valutor mot svenska kronor;1 NOK;0,9722
2020-07-13;Valutor mot svenska kronor;1 NOK;0,97462
2020-07-14;Valutor mot svenska kronor;1 NOK;0,97065
2020-07-15;Valutor mot svenska kronor;1 NOK;0,97089
2020-07-16;Valutor mot svenska kronor;1 NOK;0,97477
2020-07-17;Valutor mot svenska kronor;1 NOK;0,97591
2020-07-20;Valutor mot svenska kronor;1 NOK;0,97327
2020-07-21;Valutor mot svenska kronor;1 NOK;0,97387
2020-07-22;Valutor mot svenska kronor;1 NOK;0,97291
2020-07-23;Valutor mot svenska kronor;1 NOK;0,96971
2020-07-24;Valutor mot svenska kronor;1 NOK;0,95881
2020-07-27;Valutor mot svenska kronor;1 NOK;0,96408
2020-07-28;Valutor mot svenska kronor;1 NOK;0,96071
2020-07-29;Valutor mot svenska kronor;1 NOK;0,96294
2020-07-30;Valutor mot svenska kronor;1 NOK;0,96272
2020-07-31;Valutor mot svenska kronor;1 NOK;0,95759
2020-08-03;Valutor mot svenska kronor;1 NOK;0,95903
2020-08-04;Valutor mot svenska kronor;1 NOK;0,95864
2020-08-05;Valutor mot svenska kronor;1 NOK;0,95938
2020-08-06;Valutor mot svenska kronor;1 NOK;0,97007
2020-08-07;Valutor mot svenska kronor;1 NOK;0,96791
2020-08-10;Valutor mot svenska kronor;1 NOK;0,9677
2020-08-11;Valutor mot svenska kronor;1 NOK;0,97055
2020-08-12;Valutor mot svenska kronor;1 NOK;0,97261
2020-08-13;Valutor mot svenska kronor;1 NOK;0,9737
2020-08-14;Valutor mot svenska kronor;1 NOK;0,97732
2020-08-17;Valutor mot svenska kronor;1 NOK;0,97834
2020-08-18;Valutor mot svenska kronor;1 NOK;0,9807
2020-08-19;Valutor mot svenska kronor;1 NOK;0,97809
2020-08-20;Valutor mot svenska kronor;1 NOK;0,97699
2020-08-21;Valutor mot svenska kronor;1 NOK;0,97733
2020-08-24;Valutor mot svenska kronor;1 NOK;0,97562
2020-08-25;Valutor mot svenska kronor;1 NOK;0,97709
2020-08-26;Valutor mot svenska kronor;1 NOK;0,97823
2020-08-27;Valutor mot svenska kronor;1 NOK;0,98106
2020-08-28;Valutor mot svenska kronor;1 NOK;0,98115
2020-08-31;Valutor mot svenska kronor;1 NOK;0,98207
2020-09-01;Valutor mot svenska kronor;1 NOK;0,9901
2020-09-02;Valutor mot svenska kronor;1 NOK;0,98974
2020-09-03;Valutor mot svenska kronor;1 NOK;0,98431
2020-09-04;Valutor mot svenska kronor;1 NOK;0,98126
2020-09-07;Valutor mot svenska kronor;1 NOK;0,97868
2020-09-08;Valutor mot svenska kronor;1 NOK;0,9799
2020-09-09;Valutor mot svenska kronor;1 NOK;0,96624
2020-09-10;Valutor mot svenska kronor;1 NOK;0,9707
2020-09-11;Valutor mot svenska kronor;1 NOK;0,97069
2020-09-14;Valutor mot svenska kronor;1 NOK;0,97305
2020-09-15;Valutor mot svenska kronor;1 NOK;0,97088
2020-09-16;Valutor mot svenska kronor;1 NOK;0,97485
2020-09-17;Valutor mot svenska kronor;1 NOK;0,97334
2020-09-18;Valutor mot svenska kronor;1 NOK;0,97132
2020-09-21;Valutor mot svenska kronor;1 NOK;0,96204
2020-09-22;Valutor mot svenska kronor;1 NOK;0,94954
2020-09-23;Valutor mot svenska kronor;1 NOK;0,95202
2020-09-24;Valutor mot svenska kronor;1 NOK;0,94863
2020-09-25;Valutor mot svenska kronor;1 NOK;0,95769
2020-09-28;Valutor mot svenska kronor;1 NOK;0,9533
2020-09-29;Valutor mot svenska kronor;1 NOK;0,95287
2020-09-30;Valutor mot svenska kronor;1 NOK;0,95128
2020-10-01;Valutor mot svenska kronor;1 NOK;0,96125
2020-10-02;Valutor mot svenska kronor;1 NOK;0,95845
2020-10-05;Valutor mot svenska kronor;1 NOK;0,95868
2020-10-06;Valutor mot svenska kronor;1 NOK;0,96615
2020-10-07;Valutor mot svenska kronor;1 NOK;0,95932
2020-10-08;Valutor mot svenska kronor;1 NOK;0,95593
2020-10-09;Valutor mot svenska kronor;1 NOK;0,95809
2020-10-12;Valutor mot svenska kronor;1 NOK;0,96288
2020-10-13;Valutor mot svenska kronor;1 NOK;0,96057
2020-10-14;Valutor mot svenska kronor;1 NOK;0,95299
2020-10-15;Valutor mot svenska kronor;1 NOK;0,95149
2020-10-16;Valutor mot svenska kronor;1 NOK;0,94578
2020-10-19;Valutor mot svenska kronor;1 NOK;0,94605
2020-10-20;Valutor mot svenska kronor;1 NOK;0,94648
2020-10-21;Valutor mot svenska kronor;1 NOK;0,9452
2020-10-22;Valutor mot svenska kronor;1 NOK;0,94937
2020-10-23;Valutor mot svenska kronor;1 NOK;0,94774
2020-10-26;Valutor mot svenska kronor;1 NOK;0,94328
2020-10-27;Valutor mot svenska kronor;1 NOK;0,94804
2020-10-28;Valutor mot svenska kronor;1 NOK;0,94696
2020-10-29;Valutor mot svenska kronor;1 NOK;0,94348
2020-10-30;Valutor mot svenska kronor;1 NOK;0,93295
2020-11-02;Valutor mot svenska kronor;1 NOK;0,93152
2020-11-03;Valutor mot svenska kronor;1 NOK;0,93576
2020-11-04;Valutor mot svenska kronor;1 NOK;0,93786
